cluster,N,C_O_mean,C_O_std,intrinsic_scatter,feh_mean,feh_std,rv_mean,rv_std,age_gyr,age_bin,R_gal,Z_gal,abs_Z
NGC_2362,3,0.4903,0.003,0.0,-0.001,0.177,50.19,20.12,0.0057544024060553,<0.1,8.534666877063838,-0.04993563195983046,0.04993563195983046
Alessi_15,4,0.4456,0.0122,0.0,-0.117,0.115,31.43,37.01,0.0338844319835388,<0.1,8.202238920795722,0.01922153243530697,0.01922153243530697
Melotte_25,3,0.4542,0.0229,0.0,-0.159,0.164,56.61,19.86,0.794327537013272,0.5-1,27.785061263623795,-7.518410591434837,7.518410591434837
Trumpler_35,6,0.4146,0.0249,0.0,-0.085,0.155,15.72,22.33,0.0389045281683994,<0.1,7.842330215732276,0.019856122004713636,0.019856122004713636
Collinder_268,3,0.5135,0.0262,0.0,0.014,0.238,-38.04,37.67,0.239883355113592,0.1-0.3,7.920437456029114,-0.006761945660917864,0.006761945660917864
FSR_1085,3,0.4045,0.0291,0.0,-0.205,0.168,67.2,39.88,0.0575440240605537,<0.1,8.626311614800327,0.025149437221564507,0.025149437221564507
UBC_80,4,0.3686,0.0298,0.0,-0.183,0.117,56.97,16.15,0.0295120780093289,<0.1,8.550784430638938,-0.024825585770854846,0.024825585770854846
UBC_291,6,0.4917,0.0305,0.0,0.102,0.112,-8.14,22.24,0.0251188698309886,<0.1,7.946696797476468,0.01659573496994503,0.01659573496994503
Tombaugh_2,5,0.4527,0.0309,0.0,-0.141,0.135,86.73,23.25,1.621810239813303,1-2,8.169616729941797,0.01145789267854646,0.01145789267854646
NGC_5460,16,0.4138,0.0318,0.0,0.057,0.13,1.86,28.84,0.1584892496402718,0.1-0.3,7.242421685147959,0.3126948723696356,0.3126948723696356
Pismis_21,11,0.2142,0.0329,0.0,-0.046,0.285,-21.08,27.76,,,7.900957576031137,0.011125509490168387,0.011125509490168387
NGC_2660,6,0.399,0.0336,0.0,-0.154,0.198,28.68,27.19,0.9332548746146908,0.5-1,8.149605102120955,0.0046891500145437755,0.0046891500145437755
NGC_2547,7,0.4762,0.0347,0.0,-0.022,0.091,31.28,27.91,0.0323593827469971,<0.1,8.736343850741868,-0.36013689696909396,0.36013689696909396
ASCC_41,5,0.4606,0.0356,0.0,-0.19,0.217,39.76,34.1,0.2137961713919407,0.1-0.3,10.8567511785844,0.7432788005872958,0.7432788005872958
NGC_2658,4,0.4574,0.0362,0.0,-0.187,0.164,39.79,15.55,0.5011870135142811,0.5-1,8.176250038189226,0.041768876500032553,0.041768876500032553
DBSB_101,6,0.54,0.0367,0.0,-0.009,0.205,10.79,39.17,0.0112201894707378,<0.1,7.662495137083747,0.036659984733706005,0.036659984733706005
NGC_5269,4,0.5134,0.0369,0.0,0.064,0.143,-32.53,15.96,0.1318256391182683,0.1-0.3,7.841055044870819,0.014784970622122823,0.014784970622122823
NGC_5281,3,0.549,0.038,0.0,0.07,0.119,-34.42,14.34,0.0398107083132505,<0.1,7.755452107880856,0.012352447571701525,0.012352447571701525
NGC_2335,4,0.418,0.0384,0.0,-0.109,0.233,38.88,19.34,0.323593827469971,0.3-0.5,8.555137689172133,0.009708469140950044,0.009708469140950044
FSR_1591,6,0.4355,0.0388,0.0,-0.085,0.126,0.39,34.01,,,8.019570511855886,0.015702605388340788,0.015702605388340788
Czernik_25,4,0.3805,0.039,0.0,-0.238,0.133,58.49,23.93,0.7413100459583173,0.5-1,8.526991119596495,-0.017372361541419672,0.017372361541419672
NGC_5381,5,0.414,0.0397,0.0,0.001,0.172,-27.94,24.66,0.3548135450617081,0.3-0.5,7.875471168674564,0.03416390173280591,0.03416390173280591
Pismis_20,7,0.2145,0.0398,0.0,-0.024,0.358,-32.3,19.04,,,7.899618041884845,0.014099280350315786,0.014099280350315786
UBC_549,3,0.3513,0.0402,0.0,0.053,0.038,-20.51,18.32,0.0851137701777427,<0.1,7.832778840669432,0.012849717589090332,0.012849717589090332
NGC_6645,7,0.439,0.0416,0.0,0.012,0.205,-13.49,37.52,0.512861429039393,0.5-1,7.601919955676203,-0.014690617152164933,0.014690617152164933
Ruprecht_100,4,0.43,0.0428,0.0,-0.053,0.13,4.37,33.8,0.2041739917404129,0.1-0.3,8.00732913635035,0.01957106710050519,0.01957106710050519
BH_217,3,0.458,0.043,0.0,0.069,0.072,-15.81,12.2,0.0346736819996329,<0.1,7.820634778558978,0.01185932305609758,0.01185932305609758
NGC_6756,6,0.4746,0.0433,0.0,0.044,0.121,-24.52,37.32,0.0478629903136986,<0.1,7.905993893082766,0.011984577667516767,0.011984577667516767
Collinder_205,6,0.5174,0.0435,0.0,0.067,0.251,37.97,30.22,0.0045708802901852,<0.1,8.143043772693916,0.005215485212783467,0.005215485212783467
UBC_495,3,0.4575,0.0437,0.0,-0.09,0.199,21.94,3.05,0.407379955757968,0.3-0.5,8.08932179672659,0.007126154187014889,0.007126154187014889
NGC_2301,4,0.4162,0.0441,0.0,-0.184,0.164,52.94,18.51,0.2137961713919407,0.1-0.3,9.099116872908885,0.028920288641827392,0.028920288641827392
UBC_622,16,0.4217,0.0441,0.0,-0.118,0.171,38.28,34.68,0.7585777749219503,0.5-1,8.370223532495036,0.08171455891391605,0.08171455891391605
Haffner_4,4,0.4697,0.0474,0.0,0.021,0.055,57.92,27.61,0.4570880290185208,0.3-0.5,8.272750046894929,0.00707262418302846,0.00707262418302846
NGC_5822,6,0.4627,0.0477,0.0,0.073,0.121,-37.02,28.64,0.9120109194638908,0.5-1,7.231381963639439,0.09357362761929973,0.09357362761929973
BH_23,12,0.3487,0.0501,0.0,-0.164,0.165,29.83,29.45,0.0288403175645028,<0.1,9.01021386923635,-0.01820404635435972,0.01820404635435972
BH_56,4,0.413,0.0503,0.0,-0.099,0.147,12.58,20.39,0.0177827941003892,<0.1,8.29538540014448,0.0501844767770533,0.0501844767770533
UBC_552,9,0.4987,0.0503,0.0,0.105,0.153,-14.56,28.78,0.0112201894707378,<0.1,7.781646023028782,0.022100526169362537,0.022100526169362537
DBSB_43,11,0.3879,0.0514,0.0,-0.047,0.156,22.74,22.89,0.0245470816103821,<0.1,8.08227350894597,0.010797760023533002,0.010797760023533002
Trumpler_15,4,0.3803,0.0515,0.0,-0.008,0.107,-4.5,21.78,0.0089125054671134,<0.1,8.011902897565673,0.017915130877649666,0.017915130877649666
Berkeley_39,14,0.3712,0.0526,0.0,-0.154,0.211,13.44,21.32,5.62341325190349,>5,8.266476124475377,0.056370619606015804,0.056370619606015804
ESO_226_06,5,0.3692,0.0532,0.0,-0.061,0.156,-18.53,20.06,0.0323593827469971,<0.1,7.77721064001974,0.011915735488516644,0.011915735488516644
Gulliver_7,7,0.3896,0.0543,0.0,-0.1,0.146,14.3,19.71,0.4786304286528699,0.3-0.5,8.112972807393442,0.016185347536766388,0.016185347536766388
Ruprecht_77,7,0.3896,0.0543,0.0,-0.1,0.146,14.3,19.71,0.0123026920306321,<0.1,8.098262237234328,0.007654860432537661,0.007654860432537661
UBC_296,4,0.3501,0.0544,0.0,-0.095,0.162,-29.54,29.07,0.2511884225153641,0.1-0.3,7.798900898223575,0.01833301087982366,0.01833301087982366
UBC_618,11,0.374,0.0545,0.0,-0.207,0.13,43.02,34.88,0.7244353873869618,0.5-1,8.243433871766072,0.01566777119766611,0.01566777119766611
Pozzo_1,14,0.3691,0.0546,0.0,-0.18,0.187,36.97,23.51,0.0095499262796311,<0.1,8.929433311393861,-0.3600750363919775,0.3600750363919775
UBC_312,5,0.4707,0.0555,0.0,0.051,0.18,-43.06,35.98,0.794327537013272,0.5-1,7.830535588721555,0.019636884672498845,0.019636884672498845
UBC_277,14,0.3298,0.0557,0.0,-0.172,0.232,-19.51,26.66,0.102329353157667,0.1-0.3,7.9256856958348765,0.038988645949593184,0.038988645949593184
UBC_479,18,0.4199,0.0563,0.0,-0.105,0.164,38.12,25.2,0.0204173767566041,<0.1,8.26377909209261,-0.023351560199208015,0.023351560199208015
UPK_526,9,0.4235,0.0564,0.0,-0.116,0.179,43.18,26.98,0.0309029380386681,<0.1,8.41992607717049,-0.4043154092856755,0.4043154092856755
Ruprecht_105,7,0.4893,0.0576,0.0,-0.078,0.208,-15.96,31.62,0.3890452816839944,0.3-0.5,7.895279338125178,0.02995311621208684,0.02995311621208684
UPK_436,16,0.3986,0.058,0.0,-0.207,0.213,48.18,24.93,0.0257039487966919,<0.1,9.045712069190055,-0.099138613073917,0.099138613073917
Hogg_15,3,0.3835,0.0588,0.0,-0.15,0.221,-17.26,3.81,0.0021877623926123,<0.1,7.984013709475386,0.019311840565709604,0.019311840565709604
NGC_4609,3,0.3835,0.0588,0.0,-0.15,0.221,-17.26,3.81,0.0812830230578909,<0.1,7.7934000051832975,0.018276110528355777,0.018276110528355777
UPK_18,5,0.4094,0.0592,0.0,0.045,0.126,-2.97,18.42,0.7244353873869618,0.5-1,6.923566820321553,-0.0963622810623939,0.0963622810623939
FSR_1171,15,0.3842,0.0594,0.0,-0.127,0.215,39.28,28.7,,,8.276351425559795,0.011091113372157572,0.011091113372157572
UBC_100,4,0.241,0.0596,0.0,-0.237,0.418,-20.94,44.24,0.1584892496402718,0.1-0.3,7.478536459827013,-0.025286717858400202,0.025286717858400202
BH_211,12,0.5065,0.0596,0.0,0.05,0.136,-28.88,41.12,0.4265796312095559,0.3-0.5,7.617168122998576,0.023676853509633323,0.023676853509633323
NGC_2925,15,0.4206,0.0606,0.0,-0.038,0.144,32.93,18.89,0.1288248533293804,0.1-0.3,8.09081512919616,-0.00789471102810389,0.00789471102810389
Trumpler_20,11,0.4933,0.0607,0.0,0.058,0.056,-33.26,19.19,1.862089099377868,1-2,7.993868649110267,0.03010408040473019,0.03010408040473019
LP_2210,7,0.409,0.0611,0.0,-0.116,0.259,-41.89,24.52,0.1288248533293804,0.1-0.3,7.53394624837037,-0.03234212598081389,0.03234212598081389
NGC_2910,14,0.3867,0.0617,0.0,-0.083,0.163,17.55,32.54,0.1288248533293804,0.1-0.3,8.087048411398431,0.00545739169206268,0.00545739169206268
UBC_651,5,0.4897,0.0618,0.0,-0.007,0.055,4.12,16.76,0.1584892496402718,0.1-0.3,8.084371611871916,0.015957716782167317,0.015957716782167317
UPK_442,15,0.4235,0.0618,0.0,-0.112,0.185,40.59,41.53,0.1698241862446276,0.1-0.3,9.333753076701658,-0.22410421755357773,0.22410421755357773
NGC_2254,12,0.3751,0.0619,0.0,-0.079,0.139,41.24,31.93,0.3467368199963294,0.3-0.5,8.454981314416228,0.021908907101491872,0.021908907101491872
UBC_490,16,0.4207,0.0621,0.0,-0.027,0.148,33.64,22.81,0.0398107083132505,<0.1,8.099080310308738,0.004753525879494725,0.004753525879494725
FSR_1361,10,0.4188,0.0622,0.0,-0.083,0.232,43.95,34.71,0.2884031756450284,0.1-0.3,8.242149428022817,-0.010378203159589216,0.010378203159589216
Bochum_11,10,0.4034,0.0624,0.0,-0.063,0.111,11.73,25.35,0.0063095762158615,<0.1,8.010266019053734,0.014536248498486271,0.014536248498486271
UPK_457,13,0.4046,0.0624,0.0,-0.202,0.192,38.9,27.93,,,8.801983508644252,-0.10264232940400823,0.10264232940400823
NGC_6716,4,0.4215,0.0625,0.0255,-0.012,0.105,-48.45,29.71,0.097723670593248,<0.1,6.796795472178278,-0.2160833284765033,0.2160833284765033
Teutsch_38,15,0.3817,0.0629,0.0,-0.084,0.163,39.0,29.56,0.0371535375952047,<0.1,8.53283840912599,0.10472611541791983,0.10472611541791983
UBC_650,10,0.3661,0.0629,0.0,-0.182,0.212,28.03,19.63,0.0776246877988414,<0.1,8.106438611257202,0.03119566387812867,0.03119566387812867
Teutsch_85,13,0.4112,0.0634,0.0,0.057,0.152,-22.3,29.89,,,7.985446088801375,0.0194788257749279,0.0194788257749279
Pismis_12,3,0.4415,0.0641,0.0,-0.023,0.047,21.77,12.86,1.23026920306321,1-2,8.143396305556413,0.044956650963513964,0.044956650963513964
DBSB_60,8,0.3597,0.0643,0.0,-0.081,0.246,3.66,20.61,,,8.051731066670042,0.013277863674140414,0.013277863674140414
UBC_559,12,0.4493,0.0643,0.0,0.042,0.179,-11.36,25.63,0.0114815347022194,<0.1,7.745312224710534,0.013804498155760337,0.013804498155760337
FSR_1509,4,0.3572,0.0649,0.0,0.012,0.107,8.48,21.41,0.0616594947701844,<0.1,8.090144626329442,0.016293091869059185,0.016293091869059185
BH_72,15,0.3965,0.0651,0.0,-0.07,0.16,21.53,29.1,0.2238723104986867,0.1-0.3,8.11219413090902,0.018512765140245007,0.018512765140245007
Ferrero_11,12,0.3907,0.0653,0.0,-0.157,0.174,52.16,24.14,0.2818381693478142,0.1-0.3,9.223749558417817,-0.1468297456714659,0.1468297456714659
UBC_254,13,0.4225,0.0656,0.0,-0.01,0.202,25.21,23.11,0.1096478099832217,0.1-0.3,8.077131635219606,0.003885365481221748,0.003885365481221748
UBC_491,17,0.3987,0.0659,0.0,-0.06,0.153,24.12,28.28,0.1819701817628807,0.1-0.3,8.102243015263593,0.015908393642429384,0.015908393642429384
Ruprecht_98,15,0.444,0.0663,0.0,0.0,0.184,-26.59,26.24,0.4897783461428336,0.3-0.5,7.410212436894411,-0.06302792660840977,0.06302792660840977
NGC_5168,16,0.4398,0.0666,0.0,0.009,0.149,-22.75,33.5,0.602559215586761,0.5-1,7.953722185567665,0.027961696688522043,0.027961696688522043
UBC_443,18,0.3909,0.0668,0.0,-0.166,0.158,53.47,23.79,0.8912505467113453,0.5-1,8.35992637322733,-0.014112768939966738,0.014112768939966738
UBC_461,6,0.3968,0.0671,0.0,-0.137,0.2,85.15,16.63,0.0478629903136986,<0.1,8.262342717608297,0.03404523944508779,0.03404523944508779
IC_2714,11,0.3809,0.0677,0.0,-0.079,0.181,-4.0,18.25,0.5248077829311784,0.5-1,7.876232601953072,-0.0022839162203369505,0.0022839162203369505
Ruprecht_58,27,0.3893,0.0686,0.0,-0.143,0.171,48.29,24.72,0.3311314705081584,0.3-0.5,8.214830764582993,0.02837059466641347,0.02837059466641347
BH_151,12,0.4031,0.0696,0.0,-0.006,0.155,-39.53,20.92,0.0158489249640271,<0.1,8.013176658977198,0.02234911931278737,0.02234911931278737
UBC_499,17,0.461,0.0697,0.0,-0.109,0.174,-2.56,16.22,0.0524807206714521,<0.1,8.01874606986356,0.011328390764679414,0.011328390764679414
UBC_301,12,0.4026,0.0698,0.0,-0.006,0.276,-33.44,25.6,0.2344228197592381,0.1-0.3,7.702955315511197,0.030980399685843613,0.030980399685843613
NGC_2682,41,0.449,0.0698,0.0,-0.037,0.108,34.65,13.01,4.265796312095559,2-5,8.92057835084774,0.622926956024445,0.622926956024445
NGC_2516,15,0.3437,0.07,0.0,-0.181,0.208,11.68,23.8,0.239883355113592,0.1-0.3,8.29790857556246,-0.6406641017597242,0.6406641017597242
NGC_2539,22,0.4516,0.0703,0.0,0.033,0.119,33.21,18.95,0.6918312139914402,0.5-1,8.580156632967322,0.16716508711034797,0.16716508711034797
UBC_476,8,0.4799,0.0706,0.0,-0.176,0.179,52.75,17.07,0.0870963704709874,<0.1,8.182326697621823,0.02977532210489268,0.02977532210489268
NGC_5617,5,0.3562,0.0707,0.0,-0.03,0.231,-31.89,12.58,0.1047129651766653,0.1-0.3,7.845895241375126,0.01931134461001265,0.01931134461001265
Collinder_69,3,0.1701,0.0707,0.0391,0.102,0.203,18.53,19.66,0.0125892513534471,<0.1,10.466175977729101,-0.4872529661191152,0.4872529661191152
Teutsch_13,13,0.4062,0.0709,0.0,-0.22,0.149,42.12,28.15,0.0079432840915212,<0.1,8.255442169684091,0.01835891917389871,0.01835891917389871
Ruprecht_119,26,0.4647,0.0709,0.0,0.026,0.162,-26.55,33.69,0.0478629903136986,<0.1,7.737952588107533,0.005689657255495768,0.005689657255495768
UBC_553,7,0.4715,0.0712,0.0,0.139,0.085,-18.42,24.11,0.0131825639118268,<0.1,7.565703615685568,0.0351059341545779,0.0351059341545779
ESO_130_06,3,0.4913,0.0712,0.0437,-0.011,0.152,-6.34,23.83,0.1412536303897631,0.1-0.3,7.63537022731362,0.08565130514100568,0.08565130514100568
FSR_0088,19,0.467,0.0713,0.0,0.04,0.129,11.74,23.8,0.1659587927845761,0.1-0.3,7.9193914888982775,0.013270879165475924,0.013270879165475924
Gulliver_46,10,0.432,0.0716,0.0,0.045,0.116,-22.03,15.18,0.0117489801933541,<0.1,8.033492248104245,0.02290293577573101,0.02290293577573101
UPK_33,13,0.4323,0.0717,0.0,0.082,0.147,8.97,21.32,0.2818381693478142,0.1-0.3,6.465310999386034,0.03411449940748795,0.03411449940748795
Ruprecht_18,28,0.3384,0.0717,0.0,-0.147,0.174,61.73,30.85,0.1288248533293804,0.1-0.3,8.30972310007324,-0.010091051110906208,0.010091051110906208
Gulliver_50,5,0.3976,0.0722,0.0,-0.037,0.118,3.48,29.34,0.0407380403044348,<0.1,7.8963218776503385,0.017712955157138183,0.017712955157138183
UBC_627,10,0.3806,0.0723,0.0,-0.142,0.162,39.64,21.47,2.089294662720361,2-5,8.40806045807564,0.1261923676975568,0.1261923676975568
NGC_4349,8,0.4325,0.0724,0.0,0.035,0.119,-23.94,16.45,0.3162277660168379,0.3-0.5,7.890496807832344,0.02732696125226493,0.02732696125226493
NGC_6520,3,0.7066,0.0728,0.0,0.309,0.15,,,0.123026920306321,0.1-0.3,7.567488411190898,-0.008226999065776421,0.008226999065776421
ESO_312_04,13,0.416,0.073,0.0,-0.006,0.127,37.26,18.64,0.044668369023895,<0.1,8.150717747171036,0.01637448949264263,0.01637448949264263
Dolidze_32,15,0.4347,0.0733,0.0,0.088,0.135,8.33,17.81,0.102329353157667,0.1-0.3,7.7159245391817155,0.023477581839361182,0.023477581839361182
NGC_6649,4,0.5353,0.0733,0.0,0.017,0.092,-5.95,21.61,0.0707945628925188,<0.1,7.689865253015907,0.013329706589802998,0.013329706589802998
Berkeley_20,5,0.4584,0.0735,0.0,-0.034,0.208,14.16,22.42,4.786304286528699,2-5,8.157030297230866,0.008943781496182203,0.008943781496182203
UBC_347,4,0.4289,0.0736,0.0,0.145,0.115,-15.42,38.79,0.8511386362915022,0.5-1,7.450378113542892,0.023871495190932932,0.023871495190932932
LP_2220,9,0.3636,0.0736,0.0,-0.12,0.213,46.34,15.44,0.4570880290185208,0.3-0.5,8.278028034489486,0.004539500632292682,0.004539500632292682
UBC_259,18,0.4094,0.0738,0.0,-0.077,0.15,2.21,15.44,0.102329353157667,0.1-0.3,8.025069708913405,0.008237048325456287,0.008237048325456287
BH_66,8,0.3865,0.0738,0.0,-0.028,0.193,23.85,19.18,0.7244353873869618,0.5-1,8.112433711147755,0.01567646888022027,0.01567646888022027
Collinder_220,6,0.4515,0.0742,0.0,0.094,0.085,13.65,21.8,0.2344228197592381,0.1-0.3,8.038272545103776,0.018350892259391533,0.018350892259391533
UBC_470,14,0.4088,0.0742,0.0,-0.158,0.143,51.12,32.52,0.0323593827469971,<0.1,8.216645100489501,0.024518701445470695,0.024518701445470695
FSR_1363,21,0.4305,0.0743,0.0,-0.127,0.14,51.15,25.58,0.2238723104986867,0.1-0.3,8.198598648230409,0.018352217659761378,0.018352217659761378
UBC_558,7,0.5084,0.0744,0.0,0.103,0.132,-19.7,32.92,0.0072443618278712,<0.1,7.788759559947438,0.011753034188300957,0.011753034188300957
FSR_1260,14,0.4335,0.0744,0.0,-0.142,0.135,44.94,20.83,0.1412536303897631,0.1-0.3,8.312187114098625,0.015125813335801517,0.015125813335801517
UBC_664,6,0.4062,0.0744,0.0,-0.012,0.213,-28.83,19.61,0.0407380403044348,<0.1,7.903110716442441,0.009586422286065103,0.009586422286065103
ASCC_67,12,0.3721,0.0745,0.0,-0.007,0.231,-10.59,33.61,0.0371535375952047,<0.1,7.93410600656129,0.02621294141032134,0.02621294141032134
Czernik_30,5,0.3087,0.0746,0.0,-0.318,0.216,54.2,14.17,2.8840317564502844,2-5,8.19808427349671,0.02897053970959025,0.02897053970959025
LP_597,7,0.5216,0.0748,0.0,0.053,0.161,-32.32,22.14,0.5370312303176601,0.5-1,7.809085785461218,0.053712734758643896,0.053712734758643896
NGC_6318,10,0.4481,0.0748,0.0,0.028,0.186,-9.14,31.69,0.0097723670593248,<0.1,7.72159927400992,0.014865200243089353,0.014865200243089353
Berkeley_73,13,0.3682,0.0751,0.0,-0.281,0.186,62.77,30.15,1.4125363038976315,1-2,8.225464554655993,0.00017349120286967723,0.00017349120286967723
Pismis_23,6,0.4742,0.0751,0.0,-0.036,0.213,-45.33,43.03,,,7.972252828225741,0.02166549660661452,0.02166549660661452
UBC_302,7,0.3752,0.0754,0.0,-0.085,0.328,-26.96,30.24,0.5754402406055371,0.5-1,7.520989494933904,0.08133489042578713,0.08133489042578713
NGC_5662,12,0.4351,0.0757,0.0148,0.051,0.108,-28.71,23.85,0.1995263191254866,0.1-0.3,7.237514748619448,0.09501914322649598,0.09501914322649598
IC_2581,11,0.442,0.076,0.0,0.028,0.17,13.91,23.13,0.0102329353157667,<0.1,8.040517359652346,0.020732251408845787,0.020732251408845787
UPK_549,5,0.4207,0.0763,0.0,-0.013,0.089,3.42,21.02,0.9332548746146908,0.5-1,8.065150903899356,0.032235306049626,0.032235306049626
FSR_1297,23,0.3917,0.0769,0.0,-0.15,0.153,59.65,27.89,,,8.527437014557021,-0.042964787785937014,0.042964787785937014
Collinder_115,17,0.3273,0.077,0.0,-0.211,0.191,33.87,28.05,0.0954992627963111,<0.1,8.533430328831452,0.019703980876351362,0.019703980876351362
UPK_508,11,0.3387,0.077,0.0,-0.111,0.174,47.07,38.04,0.1,<0.1,8.423674338049501,0.1807265670559838,0.1807265670559838
BH_132,4,0.4474,0.0772,0.0,0.159,0.042,-10.86,17.1,0.1584892496402718,0.1-0.3,7.945832039473333,0.012030253158619598,0.012030253158619598
Collinder_135,31,0.4071,0.0777,0.0,-0.21,0.22,38.02,22.78,0.0263026845396328,<0.1,9.750136260141739,-0.6130056382051335,0.6130056382051335
Berkeley_33,9,0.3255,0.0777,0.0,-0.165,0.129,53.01,25.47,0.2344228197592381,0.1-0.3,8.223338674296674,0.0095094969149595,0.0095094969149595
ESO_166_04,5,0.3129,0.0779,0.0,-0.15,0.339,13.94,23.85,0.1995263191254866,0.1-0.3,8.109515673933407,-0.039454324640392543,0.039454324640392543
UBC_107,4,0.5661,0.0781,0.0,0.178,0.127,-13.18,6.12,0.2344228197592381,0.1-0.3,7.840628794526421,0.02314783068047406,0.02314783068047406
ESO_371_25,16,0.324,0.0784,0.0,-0.064,0.171,46.7,22.86,2.041739917404129,2-5,8.150676952045217,0.03453824679673016,0.03453824679673016
NGC_3228,30,0.5002,0.0786,0.0,-0.07,0.173,14.22,27.64,0.0301995185303324,<0.1,7.995186050938588,0.1790588132237115,0.1790588132237115
UBC_229,5,0.4098,0.0789,0.0,-0.056,0.103,61.3,20.81,0.1122018947073786,0.1-0.3,8.312676109065062,0.04199863767562466,0.04199863767562466
Juchert_13,11,0.3665,0.0789,0.0,0.011,0.235,-4.35,20.05,2.290865841769215,2-5,7.999074476110636,0.012110823860646897,0.012110823860646897
ESO_134_12,4,0.3092,0.0791,0.0,0.021,0.144,-35.06,18.77,0.1513562312005786,0.1-0.3,7.823446878545508,0.02417580443951352,0.02417580443951352
UBC_326,5,0.5933,0.0796,0.0,0.091,0.174,-27.7,21.38,0.2630268453963283,0.1-0.3,7.562098226626206,0.03775942511975615,0.03775942511975615
UPK_560,25,0.4239,0.0796,0.0,-0.113,0.243,25.14,23.77,0.323593827469971,0.3-0.5,8.047897766741945,0.3560858472998249,0.3560858472998249
UBC_518,5,0.5395,0.0798,0.0,0.136,0.112,-1.12,28.78,0.0301995185303324,<0.1,7.996165369330079,0.018896724953214598,0.018896724953214598
LP_2059,21,0.3973,0.0799,0.0,-0.04,0.146,9.09,22.06,0.2691536695250797,0.1-0.3,8.014571135207502,-0.010111085157759752,0.010111085157759752
NGC_2112,29,0.3661,0.08,0.0,-0.115,0.21,25.33,26.64,2.089294662720361,2-5,8.900298093391058,-0.16861756889057783,0.16861756889057783
NGC_2533,24,0.3436,0.0803,0.0,-0.192,0.202,50.17,25.42,1.047129651766654,1-2,8.251888197669393,0.02869940128063957,0.02869940128063957
UBC_528,18,0.4238,0.0804,0.0,0.01,0.142,-40.14,16.13,2.691536695250797,2-5,7.967554850511114,0.023719040750446247,0.023719040750446247
Berkeley_22,15,0.246,0.0805,0.0309,-0.209,0.22,29.65,37.16,2.454710856206481,2-5,8.186278877806851,0.011277109408457674,0.011277109408457674
NGC_3766,8,0.499,0.0806,0.0,0.11,0.198,11.48,20.02,0.0229086835704537,<0.1,7.9454546263332775,0.02001961225381806,0.02001961225381806
ASCC_71,13,0.378,0.0806,0.0,-0.071,0.156,-13.83,29.04,0.1288248533293804,0.1-0.3,7.761035268732659,-0.04623955006668155,0.04623955006668155
UBC_529,10,0.4172,0.0815,0.0,0.025,0.179,-39.87,23.01,0.1659587927845761,0.1-0.3,7.94648260263319,0.0222129405223738,0.0222129405223738
Collinder_261,64,0.4496,0.0815,0.0,-0.049,0.137,-23.63,14.58,6.309576215861531,>5,7.961790737007221,-0.010017609022901452,0.010017609022901452
NGC_6694,7,0.4429,0.0817,0.0,0.052,0.17,14.81,27.3,0.1412536303897631,0.1-0.3,7.6464230323238045,-0.007005962563892711,0.007005962563892711
UBC_284,4,0.53,0.0818,0.0,0.112,0.114,6.98,25.84,1.5848924964027185,1-2,7.889622042733709,0.017186280656388487,0.017186280656388487
Ruprecht_91,23,0.3954,0.0819,0.0,-0.032,0.161,13.17,28.66,0.1380385355838289,0.1-0.3,7.902365407363508,0.04423747740643426,0.04423747740643426
SAI_113,10,0.5223,0.082,0.0,0.023,0.108,10.44,25.29,0.0089125054671134,<0.1,8.07732761301152,0.014752363161776225,0.014752363161776225
UBC_266,19,0.4238,0.0822,0.0,-0.022,0.107,-4.68,19.48,0.0128824994773753,<0.1,8.00759767068031,0.023022945390735617,0.023022945390735617
Trumpler_25,21,0.5256,0.0822,0.0,0.094,0.169,-22.65,29.16,0.2290865841769215,0.1-0.3,7.727728197737216,0.007369431320212037,0.007369431320212037
