cluster,N,C_O_mean,C_O_std,intrinsic_scatter,feh_mean,feh_std,rv_mean,rv_std,age_gyr,age_bin,R_gal,Z_gal,abs_Z
Lynga_3,15,0.447,0.1252,0.086,0.026,0.168,-24.16,28.33,,,8.03829743828183,0.019256354733695264,0.019256354733695264
NGC_6704,11,0.3845,0.1252,0.0665,0.035,0.212,-18.27,45.42,0.1995263191254866,0.1-0.3,7.742607624514,0.0030340191384060286,0.0030340191384060286
UBC_642,33,0.3453,0.1256,0.0914,-0.112,0.257,41.29,36.6,,,8.25146216408066,0.08534544629901246,0.08534544629901246
Trumpler_34,7,0.4602,0.126,0.1011,0.023,0.2,11.25,28.12,,,7.844616272789163,0.01337671799071629,0.01337671799071629
UBC_648,35,0.3685,0.1268,0.0772,-0.178,0.224,44.37,30.5,2.238723104986867,2-5,8.146302633415665,0.05775280920423054,0.05775280920423054
Trumpler_12,32,0.4033,0.127,0.0925,-0.034,0.187,6.7,24.74,0.6606929837429628,0.5-1,8.065424646729506,0.004362972691547718,0.004362972691547718
Ruprecht_135,13,0.4102,0.1273,0.0,0.006,0.201,4.94,42.99,0.645654852868111,0.5-1,7.266976674777979,0.11698791037771589,0.11698791037771589
Gulliver_58,13,0.4492,0.1276,0.0529,0.004,0.117,-13.59,24.47,0.6606929837429628,0.5-1,7.91646206723401,0.026507760212876447,0.026507760212876447
UBC_511,39,0.376,0.1278,0.1043,-0.1,0.227,9.21,27.77,0.5370312303176601,0.5-1,7.89975916825103,-0.13619867601313973,0.13619867601313973
Ruprecht_167,10,0.3808,0.1279,0.1019,0.017,0.203,-9.8,33.99,0.5370312303176601,0.5-1,7.7069336169134806,0.041528668623243406,0.041528668623243406
Ruprecht_117,33,0.4422,0.1283,0.0685,0.066,0.152,-35.65,26.43,0.1318256391182683,0.1-0.3,7.8783160927160285,0.012362421644713548,0.012362421644713548
UBC_510,15,0.4934,0.1283,0.0678,-0.026,0.188,-4.31,27.78,0.0154881682297679,<0.1,8.062784770526196,0.011445899876150984,0.011445899876150984
UBC_655,16,0.3983,0.1286,0.0396,-0.047,0.257,5.1,25.55,,,8.040268809286744,-0.00015357779394107804,0.00015357779394107804
UBC_527,9,0.4365,0.1288,0.0,-0.004,0.15,-17.03,19.83,0.2511884225153641,0.1-0.3,7.798284134360404,-0.02054210253224138,0.02054210253224138
UPK_629,39,0.4001,0.1288,0.0527,-0.209,0.399,-37.93,40.88,0.5248077829311784,0.5-1,7.204684605124373,-0.13717562730294217,0.13717562730294217
UBC_273,15,0.4173,0.1291,0.0515,0.038,0.186,3.57,16.91,0.045708802901852,<0.1,7.9710544488975055,0.023272240240448733,0.023272240240448733
UBC_343,8,0.506,0.1294,0.0781,0.136,0.13,-2.0,27.29,0.0199526319125486,<0.1,7.672526756781432,0.006514042464625645,0.006514042464625645
LP_2100,18,0.4911,0.1296,0.0922,0.082,0.236,-24.41,22.17,0.2511884225153641,0.1-0.3,7.76423288677271,0.0022070592142511454,0.0022070592142511454
UBC_318,8,0.5343,0.1298,0.0,0.138,0.085,-27.14,12.84,0.0112201894707378,<0.1,7.818074910839111,0.013118025025227454,0.013118025025227454
Alessi_43,12,0.3688,0.13,0.0555,-0.051,0.184,24.91,21.62,0.0114815347022194,<0.1,8.318868704519977,0.048176303838171466,0.048176303838171466
Ruprecht_71,7,0.4341,0.1303,0.0,-0.143,0.15,38.74,27.45,0.021379617139194,<0.1,8.167088343703048,0.0045370606430342915,0.0045370606430342915
Teutsch_84,5,0.43,0.1304,0.1063,-0.062,0.218,-48.0,21.3,1.047129651766654,1-2,7.73163256220394,0.01656579040278457,0.01656579040278457
Ruprecht_43,16,0.38,0.1305,0.0291,-0.14,0.177,60.51,24.23,,,8.165362762024765,0.02155920976489459,0.02155920976489459
UPK_17,5,0.4381,0.1305,0.0,0.023,0.25,-33.03,18.21,0.5370312303176601,0.5-1,6.735942101383622,-0.08856501086414277,0.08856501086414277
Ferrero_1,22,0.3378,0.1306,0.0,-0.174,0.152,-11.06,75.62,0.2511884225153641,0.1-0.3,6.989071188798237,-0.14458153265202345,0.14458153265202345
Basel_8,12,0.2906,0.1308,0.0836,-0.103,0.123,33.06,29.1,0.069183121399144,<0.1,8.697281388822828,0.020559464809297424,0.020559464809297424
IC_2948,9,0.3295,0.1311,0.0,-0.109,0.273,8.95,26.41,0.006456541439665,<0.1,7.966043577679642,0.008944162749740154,0.008944162749740154
UBC_295,17,0.4738,0.1317,0.0999,0.007,0.191,-16.85,26.58,0.5011870135142811,0.5-1,7.7621077812243175,0.03647243299798143,0.03647243299798143
Loden_372,23,0.4439,0.1317,0.1021,-0.019,0.147,0.4,17.45,0.0954992627963111,<0.1,7.926862827699536,0.046604562971288246,0.046604562971288246
NGC_3680,10,0.3797,0.1317,0.0723,-0.124,0.332,18.76,45.09,2.1877623926123007,2-5,7.910325809854691,0.2916373987553077,0.2916373987553077
UPK_540,50,0.3631,0.1318,0.0,-0.14,0.212,39.43,36.55,0.0371535375952047,<0.1,8.491704173349724,-0.772711781367741,0.772711781367741
UPK_642,13,0.4272,0.1318,0.0,-0.033,0.154,-20.87,40.16,0.1659587927845761,0.1-0.3,7.139189692390259,-0.0866734046333421,0.0866734046333421
FSR_1380,16,0.4694,0.1319,0.1027,-0.015,0.124,34.86,27.07,1.0232935315766702,1-2,8.185446364736361,0.005109617918905355,0.005109617918905355
UBC_514,34,0.4496,0.1319,0.0848,-0.088,0.228,9.17,28.8,2.238723104986867,2-5,7.940253857830649,-0.0935147408664482,0.0935147408664482
Harvard_13,28,0.5055,0.1319,0.0843,0.001,0.16,-30.22,35.04,0.8511386362915022,0.5-1,7.372889524751896,-0.03822184632185181,0.03822184632185181
ASCC_87,7,0.2859,0.1325,0.1182,-0.124,0.302,-42.48,35.88,0.0831763917221371,<0.1,6.869547592506027,0.1963761877588964,0.1963761877588964
Ivanov_8,12,0.3205,0.1327,0.0924,-0.206,0.208,40.89,19.08,,,8.146638162272676,0.021240918483677363,0.021240918483677363
ASCC_79,17,0.4072,0.133,0.0661,0.063,0.127,-17.18,26.82,0.0186208705488312,<0.1,7.262108919764457,-0.04108481227597709,0.04108481227597709
UPK_579,27,0.3576,0.133,0.1055,-0.147,0.223,-7.06,30.69,0.1202264223411669,0.1-0.3,7.478882335712025,0.31086614452074096,0.31086614452074096
Hogg_17,16,0.4292,0.1332,0.0967,0.032,0.16,-24.9,22.5,0.1479108648008083,0.1-0.3,7.840040229246578,0.013981889395214098,0.013981889395214098
UPK_38,11,0.4528,0.1334,0.0,0.056,0.164,-4.94,26.87,0.0144543926289566,<0.1,6.733384960943001,0.047859954261948806,0.047859954261948806
Collinder_277,39,0.3823,0.1335,0.0901,-0.062,0.206,-15.18,31.19,0.9772367059324804,0.5-1,7.776047570186619,-0.01856790910109186,0.01856790910109186
Turner_5,42,0.3584,0.1336,0.0897,-0.12,0.231,33.5,29.57,0.323593827469971,0.3-0.5,8.669087150241616,0.48280302107300427,0.48280302107300427
LP_658,8,0.2944,0.1339,0.0263,-0.129,0.244,46.72,18.51,0.9332548746146908,0.5-1,8.69101376829162,-0.07505312920084159,0.07505312920084159
ESO_312_03,15,0.439,0.134,0.0715,0.011,0.1,37.48,17.96,0.0870963704709874,<0.1,8.167603121634963,0.012531261446025847,0.012531261446025847
UBC_467,17,0.4082,0.1343,0.0462,-0.185,0.192,57.06,33.02,1.4454392628956645,1-2,8.194307251932262,0.034609810569997485,0.034609810569997485
UBC_317,13,0.4938,0.1347,0.0,0.098,0.078,-17.28,23.09,0.323593827469971,0.3-0.5,7.72929779263603,0.011154434181982881,0.011154434181982881
UBC_252,33,0.314,0.1348,0.1044,-0.14,0.209,28.55,28.63,0.9772367059324804,0.5-1,8.109721801720667,0.01027541173457298,0.01027541173457298
Alessi_9,5,0.4952,0.1354,0.0818,-0.085,0.196,-57.46,69.7,0.2818381693478142,0.1-0.3,3.7684612281010543,-0.7500554239604994,0.7500554239604994
Alessi_13,3,0.4122,0.1365,0.1117,-0.038,0.25,32.49,52.67,0.0354813545061708,<0.1,11.917580236867298,-7.911795758050233,7.911795758050233
FSR_1063,15,0.3897,0.1367,0.1052,-0.108,0.107,45.75,21.61,0.1096478099832217,0.1-0.3,8.459710529697926,-0.004820282365160879,0.004820282365160879
Pismis_2,6,0.283,0.1368,0.1126,-0.108,0.241,57.42,38.26,1.862089099377868,1-2,8.16750893507458,0.008030415884387593,0.008030415884387593
LP_403,20,0.4963,0.1368,0.0688,-0.047,0.204,7.01,23.21,0.0263026845396328,<0.1,8.023206200346133,0.02515682367040294,0.02515682367040294
Berkeley_25,19,0.1481,0.1369,0.0972,-0.112,0.209,33.48,25.74,2.454710856206481,2-5,8.174340532708738,0.008054117854862217,0.008054117854862217
Teutsch_80,6,0.3628,0.137,0.0987,0.057,0.109,-19.58,14.21,0.2238723104986867,0.1-0.3,7.868607172895459,0.013538423957720248,0.013538423957720248
LP_2238,14,0.4608,0.1373,0.0776,-0.017,0.267,-2.14,25.34,0.2951211041237279,0.1-0.3,7.888429085834862,0.06833422440583421,0.06833422440583421
IC_4756,19,0.4346,0.1374,0.0851,-0.084,0.303,-6.3,44.77,1.288248533293805,1-2,6.5596093317841815,0.2107508748730567,0.2107508748730567
Hogg_18,15,0.3074,0.1381,0.0967,-0.1,0.253,-24.09,31.46,0.2630268453963283,0.1-0.3,7.695743816223102,0.08267589734455703,0.08267589734455703
UBC_638,27,0.317,0.1384,0.0846,-0.327,0.481,65.34,31.79,1.5848924964027185,1-2,8.162908722806339,0.03160202816769735,0.03160202816769735
UBC_637,27,0.317,0.1384,0.0846,-0.327,0.481,65.34,31.79,1.6595879278457617,1-2,8.207937975117142,0.043289065368630295,0.043289065368630295
UBC_513,14,0.483,0.1385,0.0564,-0.003,0.128,14.19,19.47,0.2041739917404129,0.1-0.3,7.987769380424889,0.018702885554203342,0.018702885554203342
IC_2395,15,0.3474,0.1385,0.0763,-0.127,0.194,24.77,24.16,0.0204173767566041,<0.1,8.318533432263322,-0.06623241613227569,0.06623241613227569
Sher_1,14,0.3914,0.1388,0.0759,-0.139,0.298,-2.58,32.36,0.0131825639118268,<0.1,8.085675869102959,0.02023949573043454,0.02023949573043454
Hogg_21,7,0.5761,0.1391,0.0,0.125,0.075,-22.94,14.14,0.0891250546711345,<0.1,7.784088994500403,0.010665904086289136,0.010665904086289136
NGC_1901,19,0.233,0.1391,0.1074,-0.247,0.335,56.57,76.54,0.8912505467113453,0.5-1,8.060049496453937,-1.2859272935275632,1.2859272935275632
IC_4651,18,0.3441,0.1392,0.0563,-0.046,0.228,-15.05,42.32,1.6595879278457617,1-2,7.1476718714927605,-0.12689620252248832,0.12689620252248832
Andrews_Lindsay_5,4,0.634,0.1396,0.073,0.022,0.104,8.57,36.2,,,8.000977285850817,0.01889441233914988,0.01889441233914988
Westerlund_1,8,0.5316,0.1397,0.0958,-0.051,0.205,-13.24,49.49,,,7.886364247703064,0.018431719545811857,0.018431719545811857
ASCC_16,27,0.3802,0.14,0.1143,-0.089,0.198,27.68,34.57,0.0134896323805684,<0.1,10.680592637079693,-0.8673284450924761,0.8673284450924761
NGC_6631,14,0.4424,0.1401,0.0763,0.062,0.17,0.18,24.78,0.1995263191254866,0.1-0.3,7.8125805599514555,0.01902124239999566,0.01902124239999566
Lynga_1,20,0.4398,0.1403,0.0986,0.096,0.126,-18.01,24.49,0.1659587927845761,0.1-0.3,7.852497939885936,0.017607339173883647,0.017607339173883647
NGC_6728,11,0.3746,0.1404,0.0,-0.022,0.242,9.21,36.71,0.602559215586761,0.5-1,7.645361349532987,-0.033722265989192354,0.033722265989192354
ASCC_66,12,0.3715,0.1407,0.0896,-0.135,0.223,7.18,39.39,0.0588843629494562,<0.1,7.849517884734124,0.10383692912600175,0.10383692912600175
Ruprecht_102,7,0.2635,0.1411,0.0,0.059,0.191,-2.25,23.76,0.4365161773191,0.3-0.5,7.980429442872449,0.019544596560708036,0.019544596560708036
NGC_3496,20,0.4254,0.1412,0.0772,-0.069,0.283,0.3,26.62,0.5011870135142811,0.5-1,7.999936611129613,0.017636121761352836,0.017636121761352836
NGC_6208,32,0.4448,0.1412,0.0461,-0.001,0.205,-26.49,34.04,1.4125363038976315,1-2,7.390522563013292,-0.06413346609215807,0.06413346609215807
Ruprecht_8,8,0.4267,0.1414,0.0,-0.059,0.261,50.59,27.9,0.3981075202376551,0.3-0.5,8.434960671045772,-0.00862192992150972,0.00862192992150972
NGC_3114,25,0.4127,0.1415,0.0846,-0.078,0.235,13.37,24.28,0.1445439262895664,0.1-0.3,7.9581609068071915,-0.04307352847493144,0.04307352847493144
NGC_4755,16,0.4694,0.1416,0.0,-0.02,0.203,-14.57,28.73,0.0120226422341166,<0.1,7.878614073850529,0.04030099961815324,0.04030099961815324
NGC_2184,24,0.2798,0.1416,0.1106,-0.124,0.266,36.22,31.37,0.645654852868111,0.5-1,9.618097633221543,-0.2971149291251797,0.2971149291251797
FSR_1580,16,0.4268,0.1417,0.0813,-0.011,0.163,-0.1,15.95,,,8.075712330265342,0.026427759530370392,0.026427759530370392
Ruprecht_94,15,0.3697,0.1419,0.1,-0.053,0.21,3.87,27.43,0.0245470816103821,<0.1,7.978592488734407,0.007907977230603509,0.007907977230603509
Ruprecht_101,13,0.3191,0.1421,0.0604,0.014,0.125,-18.63,21.61,1.047129651766654,1-2,7.997034125244267,0.01805837661552744,0.01805837661552744
BH_92,13,0.3768,0.1424,0.0913,0.006,0.121,10.83,16.63,0.2137961713919407,0.1-0.3,8.043656508016705,0.023492089705446462,0.023492089705446462
UBC_519,13,0.3524,0.1426,0.1139,-0.069,0.29,-11.49,27.65,0.645654852868111,0.5-1,7.980084661642168,0.03222412316795506,0.03222412316795506
ESO_518_03,9,0.4802,0.1429,0.083,-0.032,0.198,-24.71,25.48,1.4125363038976315,1-2,7.571143022389219,0.14125725746712778,0.14125725746712778
UPK_578,15,0.4563,0.1429,0.0689,-0.004,0.217,-17.15,21.85,0.8709627484287175,0.5-1,7.605571590259041,0.11959294498895291,0.11959294498895291
UPK_624,56,0.3804,0.1432,0.0851,-0.046,0.257,-15.24,34.66,0.0398107083132505,<0.1,5.70845554113734,-0.5664209227854534,0.5664209227854534
UBC_663,26,0.3845,0.1438,0.0,-0.046,0.193,-17.49,26.36,,,7.956270472179792,0.013401186910321123,0.013401186910321123
NGC_2580,33,0.2667,0.1439,0.1185,-0.227,0.189,57.7,30.66,0.5370312303176601,0.5-1,8.190561615182371,0.03340275738903756,0.03340275738903756
ASCC_32,8,0.4442,0.1439,0.0817,-0.048,0.24,44.69,28.26,0.0251188698309886,<0.1,8.826058018269228,-0.17913094659242892,0.17913094659242892
BH_144,24,0.3934,0.1444,0.0919,0.048,0.149,-19.3,20.44,1.4791086480080835,1-2,8.096060939127797,0.01825245199720157,0.01825245199720157
LP_1540,8,0.4922,0.1447,0.0787,-0.038,0.126,-7.18,18.65,1.621810239813303,1-2,8.00112504894415,0.029902410675168706,0.029902410675168706
UPK_23,22,0.4341,0.1453,0.0983,-0.001,0.172,11.62,43.71,0.1096478099832217,0.1-0.3,7.183384773047335,-0.07547863694437679,0.07547863694437679
Ruprecht_147,60,0.4145,0.1466,0.093,-0.095,0.251,-1.12,46.96,3.0199485372543653,2-5,5.28592735539565,-0.7046288340202587,0.7046288340202587
FSR_1435,6,0.5029,0.1472,0.0854,-0.072,0.17,27.87,33.4,,,8.172677088182667,0.029253032303386068,0.029253032303386068
Lynga_2,6,0.4062,0.1472,0.1293,-0.004,0.197,-24.61,24.95,0.102329353157667,0.1-0.3,7.443293803132206,0.011040400027572578,0.011040400027572578
UBC_507,32,0.4258,0.1473,0.1137,-0.047,0.174,2.99,21.95,0.1659587927845761,0.1-0.3,8.076015049000835,0.015899842747269976,0.015899842747269976
SAI_94,9,0.5426,0.1478,0.0378,0.004,0.098,46.55,21.28,1.4791086480080835,1-2,8.140767130091547,0.013097473187704291,0.013097473187704291
Mamajek_4,63,0.3153,0.1491,0.047,-0.118,0.273,-22.3,48.8,0.3715349680219835,0.3-0.5,6.10687416372808,-0.6342772729350931,0.6342772729350931
NGC_5764,27,0.3062,0.1497,0.1164,-0.031,0.226,-31.28,36.41,1.3182563911826832,1-2,7.7619899862012876,0.06827170756537478,0.06827170756537478
ASCC_99,11,0.3919,0.1499,0.1284,-0.101,0.199,-29.62,34.09,0.3548135450617081,0.3-0.5,5.003077924343583,-0.44005713316392886,0.44005713316392886
UPK_533,17,0.2485,0.1503,0.1215,-0.149,0.211,37.5,31.62,0.0891250546711345,<0.1,8.728643914386584,-0.49169077366774333,0.49169077366774333
UBC_215,9,0.4334,0.1509,0.109,-0.13,0.305,65.41,25.0,0.407379955757968,0.3-0.5,8.678785400185218,-0.03159095810304573,0.03159095810304573
UBC_283,14,0.3537,0.151,0.0284,-0.109,0.236,-6.93,30.49,0.3162277660168379,0.3-0.5,7.82095008816063,-0.0561309446801906,0.0561309446801906
IC_2488,3,0.4243,0.1515,0.1278,-0.038,0.335,29.78,14.04,0.1621810239813303,0.1-0.3,8.056089273786606,-0.035052572176307126,0.035052572176307126
UBC_5,11,0.4132,0.1526,0.1317,-0.127,0.213,-19.5,25.13,0.1995263191254866,0.1-0.3,6.607334976081126,0.16069660146659234,0.16069660146659234
Pismis_18,14,0.4072,0.1534,0.0844,0.0,0.139,-30.8,22.45,0.5754402406055371,0.5-1,7.920840139224535,0.022084638004788205,0.022084638004788205
Platais_10,6,0.413,0.1535,0.0589,-0.005,0.065,-18.84,36.39,0.1096478099832217,0.1-0.3,6.368155849149886,0.2313803451151207,0.2313803451151207
UPK_545,11,0.3619,0.1537,0.058,-0.118,0.281,34.6,30.26,0.0794328409152129,<0.1,8.402996138540795,-0.5026104499651268,0.5026104499651268
UBC_268,33,0.4161,0.1537,0.1109,-0.018,0.175,4.02,23.26,1.698241862446276,1-2,8.042268016128236,0.007172692153164382,0.007172692153164382
UBC_560,23,0.4361,0.154,0.1116,0.042,0.237,-30.8,40.93,0.6309576215861531,0.5-1,7.487357553525748,0.06445910404129283,0.06445910404129283
UPK_654,45,0.3745,0.1549,0.1147,-0.133,0.354,-5.57,47.84,0.0794328409152129,<0.1,6.188059190989018,-0.3541010799569469,0.3541010799569469
NGC_2243,28,0.3403,0.1549,0.0609,-0.249,0.259,49.83,26.9,4.365161773191001,2-5,8.225865725283501,-0.04418063284468422,0.04418063284468422
UPK_599,20,0.2398,0.1554,0.0901,-0.164,0.238,-1.56,56.12,0.0194984442849023,<0.1,7.254874935134482,0.5923828466190991,0.5923828466190991
NGC_5715,16,0.3806,0.1555,0.1162,0.043,0.173,-23.23,41.38,0.5370312303176601,0.5-1,7.806849681329146,0.03581733176700293,0.03581733176700293
BH_150,17,0.4303,0.1563,0.0953,0.026,0.217,-4.82,28.66,0.021877623926123,<0.1,8.01331736162606,0.01758206856061809,0.01758206856061809
NGC_2354,14,0.3727,0.1569,0.0,-0.063,0.238,51.22,28.97,1.4125363038976315,1-2,8.53791621641058,-0.06785482832845201,0.06785482832845201
UPK_606,60,0.4004,0.1571,0.0742,-0.091,0.254,-8.76,45.66,,,5.322170278240596,1.38384389811121,1.38384389811121
UPK_587,30,0.3581,0.1573,0.1203,-0.116,0.201,-8.01,34.15,0.1174896729347291,0.1-0.3,7.498410540416314,0.2622782188762056,0.2622782188762056
SAI_118,6,0.4529,0.159,0.092,0.015,0.181,-22.11,27.72,0.0316227766016837,<0.1,7.810646088055593,0.012258962295069526,0.012258962295069526
Ruprecht_171,15,0.4664,0.1591,0.1063,0.018,0.207,2.29,29.02,2.7542260421949853,2-5,7.5303505731243,-0.014130605909013935,0.014130605909013935
NGC_2571,41,0.2793,0.1596,0.1285,-0.176,0.205,64.45,30.13,0.0269153374005781,<0.1,8.409994072331822,0.06628930158239911,0.06628930158239911
Trumpler_29,21,0.3555,0.1599,0.1019,-0.063,0.234,-22.31,37.02,0.0512861429039393,<0.1,7.462987004538049,-0.04104513197555641,0.04104513197555641
UBC_488,24,0.3374,0.1612,0.1298,-0.059,0.156,29.95,26.77,0.1905459546378596,0.1-0.3,8.113297441922718,0.014777799781435796,0.014777799781435796
IC_4665,49,0.2959,0.1612,0.1409,-0.231,0.304,7.94,56.39,0.0331131106939867,<0.1,5.923617142005,0.8559027488105991,0.8559027488105991
UPK_24,13,0.3496,0.1613,0.1252,-0.055,0.218,5.05,46.93,0.2691536695250797,0.1-0.3,6.386733103800981,-0.14342643122492188,0.14342643122492188
NGC_6568,4,0.3046,0.1618,0.1277,-0.089,0.205,-16.15,25.41,0.8709627484287175,0.5-1,7.200643343837471,-0.008705143446171664,0.008705143446171664
UBC_498,12,0.3958,0.1641,0.0865,-0.04,0.234,17.79,33.38,0.407379955757968,0.3-0.5,8.051281086631564,0.009354308287876287,0.009354308287876287
UBC_267,9,0.2915,0.1644,0.1017,-0.09,0.163,1.92,26.57,0.0128824994773753,<0.1,8.018255381090423,0.02910480688887217,0.02910480688887217
UBC_293,15,0.3586,0.1653,0.0608,-0.026,0.191,-15.38,28.27,0.0199526319125486,<0.1,7.947879962168897,0.02410935919340221,0.02410935919340221
UPK_645,17,0.2803,0.1657,0.1448,-0.221,0.543,-17.56,61.84,0.1047129651766653,0.1-0.3,6.74103009025819,-0.2204103017017745,0.2204103017017745
Alessi_Teutsch_12,85,0.3696,0.1664,0.1296,-0.052,0.245,-22.04,49.46,0.0870963704709874,<0.1,6.769433434160517,-0.27562986009138646,0.27562986009138646
UPK_613,15,0.362,0.1678,0.1363,-0.202,0.419,-37.01,31.68,0.0831763917221371,<0.1,7.230999259284473,0.1799646329049054,0.1799646329049054
UBC_338,14,0.4254,0.1679,0.1509,-0.003,0.181,-1.89,29.73,0.2344228197592381,0.1-0.3,7.525258357480526,0.0025674132136796375,0.0025674132136796375
FSR_1211,17,0.3082,0.1679,0.0,-0.186,0.275,63.32,38.6,1.2022642234116694,1-2,8.318785572418316,0.05397822522555515,0.05397822522555515
UPK_612,74,0.3493,0.1682,0.1308,-0.072,0.245,-15.92,42.13,0.1,<0.1,5.418142146265707,-1.0978548751835935,1.0978548751835935
NGC_5593,10,0.3874,0.1684,0.134,-0.101,0.387,-7.5,25.85,0.0870963704709874,<0.1,7.468562670962399,0.11160612553292616,0.11160612553292616
UBC_496,28,0.3448,0.1695,0.1301,-0.142,0.236,20.81,45.78,0.075857777492195,<0.1,8.000718720862759,0.05769457056936801,0.05769457056936801
NGC_3293,44,0.3568,0.1696,0.1495,-0.028,0.185,15.84,48.11,0.0102329353157667,<0.1,8.027368454961003,0.021026681595985797,0.021026681595985797
Trumpler_22,18,0.3422,0.1697,0.1486,-0.019,0.272,-18.15,29.33,0.0323593827469971,<0.1,7.855491286187346,0.016146955636041672,0.016146955636041672
LP_5,73,0.2738,0.1706,0.1285,-0.132,0.26,11.06,39.38,2.691536695250797,2-5,7.9467154804320845,-0.09214246205325248,0.09214246205325248
UPK_13,7,0.3886,0.1715,0.1516,-0.113,0.201,-15.96,30.74,0.1778279410038923,0.1-0.3,7.116277496209696,-0.12046753122478594,0.12046753122478594
ESO_092_05,19,0.3036,0.1718,0.0645,-0.139,0.246,16.67,36.23,4.466831997992294,2-5,8.105346008209233,0.012789152225703072,0.012789152225703072
NGC_3330,31,0.3727,0.1723,0.1297,-0.102,0.205,15.78,26.36,0.0812830230578909,<0.1,8.00475997566738,0.05720576806900447,0.05720576806900447
NGC_5288,14,0.4677,0.1738,0.1065,0.07,0.211,-23.94,17.03,0.4677352234557817,0.3-0.5,7.909564751127472,0.005270198331360321,0.005270198331360321
UBC_297,20,0.3485,0.1746,0.1524,0.051,0.149,-25.59,21.67,0.3548135450617081,0.3-0.5,7.896790248504911,0.010992417385778126,0.010992417385778126
Alessi_24,77,0.3662,0.1751,0.1351,-0.188,0.32,-18.55,45.8,0.0724436182787123,<0.1,6.497103068307711,-0.5015970764001051,0.5015970764001051
UPK_26,8,0.3152,0.1751,0.1196,0.043,0.248,-11.23,41.5,0.0724436182787123,<0.1,7.131659097314774,-0.0779850546136031,0.0779850546136031
Bica_3,9,0.3875,0.1763,0.1518,0.006,0.201,-10.5,26.55,,,7.752067331159593,0.017005121440054543,0.017005121440054543
Dias_2,27,0.3125,0.1764,0.1013,-0.161,0.203,40.94,29.57,1.7377999128939918,1-2,8.312805392969375,-0.0052481260193719854,0.0052481260193719854
FSR_1407,35,0.2697,0.1789,0.1404,-0.14,0.211,39.63,27.81,4.07379955757968,2-5,8.163694459459814,0.08057866723667931,0.08057866723667931
UBC_290,43,0.3407,0.1814,0.1168,0.021,0.172,-16.07,24.08,0.1905459546378596,0.1-0.3,7.819137973063309,0.05617705659295684,0.05617705659295684
UPK_20,14,0.458,0.1818,0.1393,-0.085,0.502,8.79,28.44,2.137961713919407,2-5,6.181855340336916,-0.16960119839891796,0.16960119839891796
NGC_6253,80,0.415,0.1825,0.1549,-0.032,0.281,-26.28,31.09,3.2359382746997105,2-5,7.616586834263017,-0.04185735083290844,0.04185735083290844
UPK_50,14,0.3717,0.1827,0.0915,-0.027,0.248,1.97,27.68,0.21877623926123,0.1-0.3,7.411206041420088,0.0750809265244648,0.0750809265244648
UBC_11,31,0.3549,0.1869,0.1387,-0.07,0.269,-18.38,36.18,0.0676082856622264,<0.1,6.442810337436757,-0.2657894149822914,0.2657894149822914
Bochum_13,10,0.2902,0.1884,0.1749,-0.033,0.256,-41.13,19.65,0.0089125054671134,<0.1,7.562258013967841,0.033052541465519156,0.033052541465519156
UBC_353,10,0.2527,0.1891,0.146,-0.018,0.146,2.69,14.97,0.0295120780093289,<0.1,7.740618291087565,0.020419324871869593,0.020419324871869593
UBC_14,29,0.2951,0.1921,0.1441,-0.04,0.261,0.01,33.66,0.0524807206714521,<0.1,7.210794272467784,-0.1821107422149588,0.1821107422149588
Blanco_1,11,0.5102,0.1945,0.1688,-0.131,0.33,-4.58,40.89,0.1047129651766653,0.1-0.3,7.365866365689732,-4.115008037754525,4.115008037754525
NGC_6583,29,0.5602,0.2,0.1467,-0.05,0.154,-7.12,33.61,1.2022642234116694,1-2,7.715115647315447,0.0014331884240097285,0.0014331884240097285
UBC_337,50,0.3621,0.2053,0.18,-0.624,0.734,-22.8,32.27,0.0416869273621118,<0.1,7.559783558570274,0.0001599919870543566,0.0001599919870543566
UPK_21,4,0.3274,0.209,0.1958,-0.091,0.364,9.42,16.72,1.148154730847072,1-2,6.5844178174616115,-0.1827382746795574,0.1827382746795574
